FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/UDU/2026/00938,CrPC OFFENCES,Udupi,Malpe,13.2844,74.7298,2026-02-12 01:02:00,Solved,"Sec 107, 151 CrPC",Low,85.9,Standard Monitoring
KSP/BEL/2026/00939,THEFT,Belagavi,Tilakwadi,15.7941,74.4899,2026-02-11 05:24:00,Charge Sheeted,Sec 379 IPC,Medium,90.8,Standard Monitoring
KSP/BEL/2025/00940,BURGLARY / HOUSE BREAKING,Belagavi,Khade Bazar,15.7892,74.5143,2025-02-11 02:01:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,98.4,High Risk Zone
KSP/MAN/2024/00941,THEFT,Mangaluru,Panambur,12.86,74.9037,2024-11-05 19:29:00,Charge Sheeted,Sec 379 IPC,Medium,86.4,Standard Monitoring
KSP/BAL/2026/00942,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ballari,Brucepet,15.1777,76.9499,2026-05-20 15:18:00,Investigating,"Sec 279, 337 IPC",Medium,95.0,Standard Monitoring
KSP/SHI/2026/00943,BURGLARY / HOUSE BREAKING,Shivamogga,Tunga Nagar,13.9293,75.5508,2026-07-02 06:17:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,92.4,High Risk Zone
KSP/CHI/2026/00944,BURGLARY / HOUSE BREAKING,Chikkaballapura,Town PS,13.4569,77.7729,2026-03-31 17:01:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,86.2,High Risk Zone
KSP/VIJ/2026/00945,THEFT,Vijayanagara,Hospet Town,15.245,76.4083,2026-03-31 07:58:00,Solved,Sec 379 IPC,Medium,97.2,Standard Monitoring
KSP/GAD/2025/00946,MOTOR VEHICLE ACCIDENTS NON-FATAL,Gadag,Town PS,15.4434,75.6948,2025-10-01 15:21:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,98.0,Standard Monitoring
KSP/MAN/2024/00947,MISSING PERSON,Mangaluru,Urwa,12.8917,74.8859,2024-10-14 17:00:00,Charge Sheeted,Sec 363 IPC,Medium,90.6,Standard Monitoring
KSP/UTT/2025/00948,MISSING PERSON,Uttara Kannada,Dandeli,14.8576,74.1612,2025-10-29 09:17:00,Pending,Sec 363 IPC,Medium,85.0,Standard Monitoring
KSP/BEN/2024/00949,BURGLARY / HOUSE BREAKING,Bengaluru Dist,Nelamangala,13.1538,77.5891,2024-04-15 08:09:00,Closed,"Sec 454, 457, 380 IPC",High,89.4,High Risk Zone
KSP/UDU/2024/00950,MOTOR VEHICLE ACCIDENTS NON-FATAL,Udupi,Manipal,13.3971,74.7772,2024-02-21 22:20:00,Pending,"Sec 279, 337 IPC",Medium,90.0,Standard Monitoring
KSP/BEN/2026/00951,CYBER CRIME & FRAUD,Bengaluru Dist,Nelamangala,13.0147,77.6223,2026-03-12 03:10:00,Solved,"Sec 66D IT Act, 420 IPC",High,87.5,High Risk Zone
KSP/BEN/2024/00952,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,12.9574,77.5882,2024-03-27 12:15:00,Closed,"Sec 279, 337 IPC",Medium,87.4,Standard Monitoring
KSP/KAL/2025/00953,MISSING PERSON,Kalaburagi,Ashok Nagar,17.3754,76.8143,2025-02-24 13:24:00,Solved,Sec 363 IPC,Medium,93.7,Standard Monitoring
KSP/BEN/2026/00954,MISSING PERSON,Bengaluru City,Yelahanka,12.9767,77.6712,2026-05-26 01:21:00,Charge Sheeted,Sec 363 IPC,Medium,89.7,Standard Monitoring
KSP/BEN/2026/00955,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,12.9749,77.5321,2026-06-21 23:18:00,Closed,"Sec 279, 337 IPC",Medium,92.0,Standard Monitoring
KSP/MAN/2024/00956,CrPC OFFENCES,Mangaluru,Panambur,12.9425,74.9285,2024-02-05 03:18:00,Closed,"Sec 107, 151 CrPC",Low,91.0,Standard Monitoring
KSP/HUB/2024/00957,BURGLARY / HOUSE BREAKING,Hubballi-Dharwad,Kamripeth,15.3953,75.1908,2024-06-03 06:42:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,96.7,High Risk Zone
KSP/VIJ/2026/00958,THEFT,Vijayapura,Gandhi Chowk,16.7537,75.6419,2026-05-01 23:47:00,Solved,Sec 379 IPC,Medium,97.2,Standard Monitoring
KSP/BEN/2025/00959,THEFT,Bengaluru City,Cubbon Park,12.9331,77.5309,2025-01-03 20:10:00,Solved,Sec 379 IPC,Medium,94.1,Standard Monitoring
KSP/MYS/2024/00960,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Nazarbad,12.2844,76.6292,2024-09-24 03:40:00,Pending,"Sec 279, 337 IPC",Medium,87.9,Standard Monitoring
KSP/BEN/2024/00961,ROBBERY / DACOITY,Bengaluru City,Cubbon Park,13.0348,77.5516,2024-06-07 04:48:00,Closed,"Sec 392, 395 IPC",Critical,86.3,High Risk Zone
KSP/BEN/2025/00962,HURT / ASSAULT,Bengaluru City,Koramangala,12.981,77.5694,2025-10-27 04:26:00,Pending,"Sec 323, 324, 504 IPC",High,88.7,High Risk Zone
KSP/KOL/2024/00963,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Gulpet,13.1088,78.2066,2024-08-23 09:17:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,94.2,Standard Monitoring
KSP/KAL/2025/00964,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kalaburagi,Station Bazar,17.3966,76.8446,2025-03-31 18:21:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,90.5,Standard Monitoring
KSP/MYS/2024/00965,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,KRS Road,12.2315,76.7177,2024-10-05 14:06:00,Investigating,"Sec 279, 337 IPC",Medium,91.9,Standard Monitoring
KSP/UTT/2024/00966,HURT / ASSAULT,Uttara Kannada,Karwar Town,14.7283,74.1659,2024-05-10 15:56:00,Solved,"Sec 323, 324, 504 IPC",High,91.3,High Risk Zone
KSP/BEN/2025/00967,CrPC OFFENCES,Bengaluru City,Electronic City,12.9034,77.5268,2025-05-09 18:53:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,88.5,Standard Monitoring
KSP/HUB/2026/00968,MISSING PERSON,Hubballi-Dharwad,Gokul Road,15.3436,75.0963,2026-02-24 18:10:00,Solved,Sec 363 IPC,Medium,88.6,Standard Monitoring
KSP/BAL/2024/00969,ROBBERY / DACOITY,Ballari,Hospet Town,15.21,76.9207,2024-07-07 00:46:00,Closed,"Sec 392, 395 IPC",Critical,97.1,High Risk Zone
KSP/BEL/2026/00970,HURT / ASSAULT,Belagavi,Camp PS,15.8109,74.5761,2026-01-27 17:30:00,Investigating,"Sec 323, 324, 504 IPC",High,85.8,High Risk Zone
KSP/BEN/2025/00971,CrPC OFFENCES,Bengaluru City,Hebbal,12.9182,77.6612,2025-03-01 21:26:00,Solved,"Sec 107, 151 CrPC",Low,87.3,Standard Monitoring
KSP/GAD/2024/00972,KPA 1963 VIOLATIONS,Gadag,Betageri,15.4626,75.612,2024-05-29 16:02:00,Pending,"Sec 78, 87 KPA",Low,94.8,Standard Monitoring
KSP/BEN/2025/00973,CrPC OFFENCES,Bengaluru City,Whitefield,12.99,77.5245,2025-08-12 14:44:00,Investigating,"Sec 107, 151 CrPC",Low,91.9,Standard Monitoring
KSP/BEN/2024/00974,KPA 1963 VIOLATIONS,Bengaluru City,Cubbon Park,12.917,77.5579,2024-02-07 22:28:00,Investigating,"Sec 78, 87 KPA",Low,93.3,Standard Monitoring
KSP/DAV/2024/00975,KPA 1963 VIOLATIONS,Davanagere,Vidyanagar,14.5157,75.9062,2024-01-05 12:47:00,Charge Sheeted,"Sec 78, 87 KPA",Low,98.0,Standard Monitoring
KSP/BEN/2024/00976,CrPC OFFENCES,Bengaluru City,Koramangala,12.9171,77.5403,2024-01-15 04:38:00,Investigating,"Sec 107, 151 CrPC",Low,93.2,Standard Monitoring
KSP/HUB/2024/00977,THEFT,Hubballi-Dharwad,Kamripeth,15.3868,75.0802,2024-02-20 23:53:00,Charge Sheeted,Sec 379 IPC,Medium,87.7,Standard Monitoring
KSP/BEN/2024/00978,NARCOTICS (NDPS),Bengaluru City,Indiranagar,13.032,77.6322,2024-02-03 23:23:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,88.2,High Risk Zone
KSP/BEL/2024/00979,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Tilakwadi,15.8519,74.545,2024-06-09 10:42:00,Solved,"Sec 279, 337 IPC",Medium,89.9,Standard Monitoring
KSP/VIJ/2024/00980,CrPC OFFENCES,Vijayapura,Indi,16.7956,75.6924,2024-06-12 18:43:00,Pending,"Sec 107, 151 CrPC",Low,97.6,Standard Monitoring
KSP/BEN/2024/00981,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Indiranagar,12.9604,77.5447,2024-01-12 16:57:00,Solved,"Sec 279, 337 IPC",Medium,91.6,Standard Monitoring
KSP/MYS/2026/00982,KPA 1963 VIOLATIONS,Mysuru,KRS Road,12.3006,76.6757,2026-07-07 13:49:00,Investigating,"Sec 78, 87 KPA",Low,97.8,Standard Monitoring
KSP/KAL/2024/00983,CrPC OFFENCES,Kalaburagi,Station Bazar,17.3364,76.8103,2024-12-23 20:06:00,Pending,"Sec 107, 151 CrPC",Low,85.1,Standard Monitoring
KSP/BEN/2026/00984,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Doddaballapura,13.0949,77.5281,2026-06-19 09:12:00,Closed,"Sec 279, 337 IPC",Medium,94.6,Standard Monitoring
KSP/BEL/2025/00985,MISSING PERSON,Belagavi,Market PS,15.8144,74.4616,2025-03-15 10:18:00,Solved,Sec 363 IPC,Medium,94.1,Standard Monitoring
KSP/YAD/2025/00986,THEFT,Yadgir,Shorapur,16.7981,77.2128,2025-06-21 19:17:00,Pending,Sec 379 IPC,Medium,98.3,Standard Monitoring
KSP/BEN/2024/00987,THEFT,Bengaluru City,Electronic City,12.9405,77.6146,2024-08-31 12:10:00,Pending,Sec 379 IPC,Medium,92.3,Standard Monitoring
KSP/BEL/2025/00988,THEFT,Belagavi,Market PS,15.7948,74.5239,2025-12-05 03:10:00,Charge Sheeted,Sec 379 IPC,Medium,94.7,Standard Monitoring
KSP/MYS/2026/00989,HURT / ASSAULT,Mysuru,KRS Road,12.3621,76.5775,2026-06-06 01:51:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,86.6,High Risk Zone
KSP/UDU/2024/00990,MISSING PERSON,Udupi,Manipal,13.3875,74.7064,2024-11-28 01:36:00,Solved,Sec 363 IPC,Medium,85.2,Standard Monitoring
KSP/UDU/2024/00991,ROBBERY / DACOITY,Udupi,Manipal,13.307,74.808,2024-01-06 04:51:00,Solved,"Sec 392, 395 IPC",Critical,90.6,High Risk Zone
KSP/TUM/2024/00992,THEFT,Tumakuru,Tiptur,13.3475,77.1381,2024-01-07 21:32:00,Investigating,Sec 379 IPC,Medium,85.1,Standard Monitoring
KSP/TUM/2026/00993,BURGLARY / HOUSE BREAKING,Tumakuru,Kyatsandra,13.3428,77.0264,2026-06-12 09:26:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,92.0,High Risk Zone
KSP/BEN/2024/00994,MISSING PERSON,Bengaluru Dist,Hosakote,13.005,77.663,2024-09-20 07:53:00,Pending,Sec 363 IPC,Medium,98.5,Standard Monitoring
KSP/VIJ/2025/00995,KPA 1963 VIOLATIONS,Vijayapura,Adarsh Nagar,16.8335,75.696,2025-07-13 12:03:00,Solved,"Sec 78, 87 KPA",Low,87.5,Standard Monitoring
KSP/BEL/2024/00996,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Tilakwadi,15.845,74.5275,2024-09-29 02:32:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.0,Standard Monitoring
KSP/HUB/2025/00997,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Dharwad Town,15.3049,75.1002,2025-09-08 12:48:00,Pending,"Sec 279, 337 IPC",Medium,95.1,Standard Monitoring
KSP/BAL/2025/00998,HURT / ASSAULT,Ballari,Brucepet,15.2072,76.9537,2025-11-16 18:01:00,Solved,"Sec 323, 324, 504 IPC",High,91.0,High Risk Zone
KSP/RAM/2024/00999,NARCOTICS (NDPS),Ramanagara,Ijoor PS,12.7942,77.3253,2024-04-03 11:33:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,95.4,High Risk Zone
KSP/BEN/2025/01000,CYBER CRIME & FRAUD,Bengaluru City,Cubbon Park,12.9019,77.6465,2025-03-05 18:47:00,Pending,"Sec 66D IT Act, 420 IPC",High,91.7,High Risk Zone
KSP/BEN/2024/01001,HURT / ASSAULT,Bengaluru City,Cubbon Park,12.9896,77.6101,2024-08-04 11:13:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,88.2,High Risk Zone
KSP/YAD/2024/01002,KPA 1963 VIOLATIONS,Yadgir,Town PS,16.8017,77.1571,2024-12-15 04:30:00,Pending,"Sec 78, 87 KPA",Low,86.1,Standard Monitoring
KSP/BEN/2025/01003,NARCOTICS (NDPS),Bengaluru City,Hebbal,12.9504,77.557,2025-11-13 22:00:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,92.5,High Risk Zone
KSP/BEN/2025/01004,CrPC OFFENCES,Bengaluru Dist,Hosakote,13.0202,77.5755,2025-06-30 13:15:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,91.6,Standard Monitoring
KSP/HUB/2024/01005,ROBBERY / DACOITY,Hubballi-Dharwad,Kamripeth,15.4204,75.1172,2024-10-04 08:57:00,Pending,"Sec 392, 395 IPC",Critical,95.1,High Risk Zone
KSP/MYS/2025/01006,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Devaraja PS,12.2939,76.7115,2025-08-11 20:35:00,Solved,"Sec 279, 337 IPC",Medium,92.9,Standard Monitoring
KSP/MYS/2024/01007,THEFT,Mysuru,KRS Road,12.3494,76.6134,2024-12-26 01:17:00,Investigating,Sec 379 IPC,Medium,93.2,Standard Monitoring
KSP/BAL/2026/01008,CYBER CRIME & FRAUD,Ballari,Brucepet,15.1431,76.9211,2026-06-14 07:48:00,Closed,"Sec 66D IT Act, 420 IPC",High,91.2,High Risk Zone
KSP/BEN/2025/01009,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9106,77.6719,2025-07-19 13:42:00,Pending,"Sec 107, 151 CrPC",Low,95.9,Standard Monitoring
KSP/BEN/2024/01010,ROBBERY / DACOITY,Bengaluru City,Electronic City,12.9943,77.5687,2024-10-26 13:06:00,Solved,"Sec 392, 395 IPC",Critical,90.0,High Risk Zone
KSP/BAL/2025/01011,MISSING PERSON,Ballari,Hospet Town,15.2015,76.8562,2025-06-05 16:47:00,Investigating,Sec 363 IPC,Medium,97.5,Standard Monitoring
KSP/DAV/2025/01012,MOTOR VEHICLE ACCIDENTS NON-FATAL,Davanagere,PJ Extension,14.4979,75.9104,2025-12-17 16:51:00,Solved,"Sec 279, 337 IPC",Medium,92.9,Standard Monitoring
KSP/BEN/2024/01013,THEFT,Bengaluru Dist,Doddaballapura,13.083,77.6296,2024-08-14 22:07:00,Investigating,Sec 379 IPC,Medium,96.3,Standard Monitoring
KSP/BEN/2024/01014,HURT / ASSAULT,Bengaluru Dist,Nelamangala,13.0338,77.5205,2024-05-07 20:07:00,Investigating,"Sec 323, 324, 504 IPC",High,95.9,High Risk Zone
KSP/MYS/2024/01015,NARCOTICS (NDPS),Mysuru,Nazarbad,12.3585,76.6655,2024-06-17 12:39:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,97.9,High Risk Zone
KSP/VIJ/2025/01016,BURGLARY / HOUSE BREAKING,Vijayapura,Adarsh Nagar,16.7611,75.7298,2025-04-18 15:50:00,Closed,"Sec 454, 457, 380 IPC",High,88.0,High Risk Zone
KSP/BEN/2025/01017,HURT / ASSAULT,Bengaluru City,Whitefield,13.0244,77.6114,2025-09-25 07:29:00,Closed,"Sec 323, 324, 504 IPC",High,85.9,High Risk Zone
KSP/BEN/2024/01018,CYBER CRIME & FRAUD,Bengaluru City,Yelahanka,12.9353,77.6275,2024-03-02 06:17:00,Investigating,"Sec 66D IT Act, 420 IPC",High,85.5,High Risk Zone
KSP/RAM/2025/01019,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ramanagara,Ijoor PS,12.7106,77.2542,2025-08-12 13:02:00,Solved,"Sec 279, 337 IPC",Medium,95.4,Standard Monitoring
KSP/KOP/2024/01020,ROBBERY / DACOITY,Koppal,Gangavathi,15.3125,76.1991,2024-05-28 00:20:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,85.4,High Risk Zone
KSP/CHI/2026/01021,CrPC OFFENCES,Chikkamagaluru,Tarikere,13.2799,75.8401,2026-05-21 12:27:00,Pending,"Sec 107, 151 CrPC",Low,93.3,Standard Monitoring
KSP/BEN/2024/01022,HURT / ASSAULT,Bengaluru Dist,Nelamangala,13.151,77.5236,2024-02-15 04:57:00,Pending,"Sec 323, 324, 504 IPC",High,91.9,High Risk Zone
KSP/MAN/2024/01023,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Surathkal,12.9666,74.8658,2024-01-10 22:38:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,89.9,Standard Monitoring
KSP/CHI/2024/01024,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chitradurga,Town PS,14.1623,76.4288,2024-12-18 11:56:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,92.7,Standard Monitoring
KSP/DAV/2024/01025,HURT / ASSAULT,Davanagere,Harihar,14.4939,75.8586,2024-07-12 07:06:00,Investigating,"Sec 323, 324, 504 IPC",High,89.5,High Risk Zone
KSP/BEN/2026/01026,BURGLARY / HOUSE BREAKING,Bengaluru City,Electronic City,12.9718,77.5557,2026-04-15 10:44:00,Closed,"Sec 454, 457, 380 IPC",High,86.4,High Risk Zone
KSP/KOL/2024/01027,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Robertsonpet,13.1389,78.1534,2024-11-09 21:34:00,Solved,"Sec 279, 337 IPC",Medium,87.1,Standard Monitoring
KSP/BEN/2026/01028,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,13.0086,77.6272,2026-01-25 20:21:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,85.1,Standard Monitoring
KSP/BEN/2025/01029,CrPC OFFENCES,Bengaluru Dist,Doddaballapura,13.0996,77.6579,2025-07-27 06:23:00,Solved,"Sec 107, 151 CrPC",Low,98.0,Standard Monitoring
KSP/HUB/2026/01030,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Gokul Road,15.348,75.1185,2026-04-20 23:18:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,94.5,Standard Monitoring
KSP/RAM/2025/01031,ROBBERY / DACOITY,Ramanagara,Ijoor PS,12.7354,77.2409,2025-01-02 02:28:00,Pending,"Sec 392, 395 IPC",Critical,89.9,High Risk Zone
KSP/CHI/2025/01032,MISSING PERSON,Chikkaballapura,Town PS,13.4656,77.7325,2025-10-14 06:58:00,Investigating,Sec 363 IPC,Medium,89.7,Standard Monitoring
KSP/KAL/2025/01033,BURGLARY / HOUSE BREAKING,Kalaburagi,Ashok Nagar,17.2873,76.7711,2025-11-04 13:23:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,92.1,High Risk Zone
KSP/BEN/2024/01034,KPA 1963 VIOLATIONS,Bengaluru City,Yelahanka,12.9759,77.6175,2024-03-25 12:31:00,Solved,"Sec 78, 87 KPA",Low,85.1,Standard Monitoring
KSP/BEN/2024/01035,BURGLARY / HOUSE BREAKING,Bengaluru City,Yelahanka,12.9805,77.6372,2024-05-15 17:35:00,Pending,"Sec 454, 457, 380 IPC",High,91.9,High Risk Zone
KSP/DAV/2025/01036,MISSING PERSON,Davanagere,Vidyanagar,14.3936,75.9525,2025-08-25 23:43:00,Solved,Sec 363 IPC,Medium,96.2,Standard Monitoring
KSP/BEN/2025/01037,HURT / ASSAULT,Bengaluru Dist,Doddaballapura,13.077,77.5553,2025-09-10 14:43:00,Investigating,"Sec 323, 324, 504 IPC",High,98.1,High Risk Zone
KSP/BEN/2024/01038,BURGLARY / HOUSE BREAKING,Bengaluru Dist,Hosakote,13.1269,77.664,2024-08-07 02:21:00,Investigating,"Sec 454, 457, 380 IPC",High,96.7,High Risk Zone
KSP/KAL/2024/01039,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kalaburagi,University PS,17.3989,76.8415,2024-05-08 03:41:00,Investigating,"Sec 279, 337 IPC",Medium,90.3,Standard Monitoring
KSP/SHI/2024/01040,MOTOR VEHICLE ACCIDENTS NON-FATAL,Shivamogga,Bhadravathi,13.9965,75.5064,2024-10-26 05:06:00,Investigating,"Sec 279, 337 IPC",Medium,88.7,Standard Monitoring
KSP/BEN/2025/01041,NARCOTICS (NDPS),Bengaluru City,Hebbal,13.0066,77.6124,2025-11-14 10:28:00,Investigating,"Sec 20(b), 22 NDPS Act",Critical,98.0,High Risk Zone
KSP/KOP/2026/01042,HURT / ASSAULT,Koppal,Town PS,15.3533,76.1431,2026-06-30 20:42:00,Solved,"Sec 323, 324, 504 IPC",High,86.8,High Risk Zone
KSP/TUM/2025/01043,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Gubbi,13.269,77.1362,2025-04-08 08:38:00,Investigating,"Sec 279, 337 IPC",Medium,94.3,Standard Monitoring
KSP/MAN/2025/01044,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Surathkal,12.958,74.8105,2025-01-22 08:41:00,Closed,"Sec 279, 337 IPC",Medium,95.7,Standard Monitoring
KSP/BEN/2025/01045,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9466,77.5774,2025-05-17 12:54:00,Solved,"Sec 279, 337 IPC",Medium,95.4,Standard Monitoring
KSP/BEL/2024/01046,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Gokak,15.848,74.5421,2024-09-02 19:34:00,Closed,"Sec 279, 337 IPC",Medium,89.9,Standard Monitoring
KSP/BEN/2025/01047,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.9192,77.5275,2025-10-04 09:55:00,Solved,"Sec 279, 337 IPC",Medium,88.0,Standard Monitoring
KSP/GAD/2025/01048,THEFT,Gadag,Nargund,15.4497,75.6349,2025-01-09 09:02:00,Charge Sheeted,Sec 379 IPC,Medium,87.7,Standard Monitoring
KSP/BEN/2026/01049,CrPC OFFENCES,Bengaluru City,Whitefield,13.0318,77.641,2026-07-15 12:56:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,92.8,Standard Monitoring
KSP/BEN/2024/01050,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Devanahalli,13.0446,77.5926,2024-12-26 10:26:00,Solved,"Sec 279, 337 IPC",Medium,86.6,Standard Monitoring
KSP/YAD/2025/01051,THEFT,Yadgir,Town PS,16.6928,77.2095,2025-11-08 14:05:00,Investigating,Sec 379 IPC,Medium,89.8,Standard Monitoring
KSP/BEN/2024/01052,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Nelamangala,13.0922,77.6117,2024-04-19 15:27:00,Pending,"Sec 279, 337 IPC",Medium,95.1,Standard Monitoring
KSP/RAM/2024/01053,HURT / ASSAULT,Ramanagara,Magadi,12.6552,77.2957,2024-06-03 05:20:00,Closed,"Sec 323, 324, 504 IPC",High,86.9,High Risk Zone
KSP/BEN/2025/01054,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,13.0329,77.5479,2025-01-06 00:56:00,Pending,"Sec 279, 337 IPC",Medium,94.4,Standard Monitoring
KSP/SHI/2025/01055,HURT / ASSAULT,Shivamogga,Doddapet,13.9194,75.4888,2025-10-20 00:47:00,Solved,"Sec 323, 324, 504 IPC",High,85.9,High Risk Zone
KSP/BEN/2024/01056,CrPC OFFENCES,Bengaluru Dist,Doddaballapura,13.0981,77.5174,2024-05-14 17:36:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,93.6,Standard Monitoring
KSP/BEL/2025/01057,MISSING PERSON,Belagavi,Gokak,15.9249,74.4422,2025-02-21 14:08:00,Pending,Sec 363 IPC,Medium,96.9,Standard Monitoring
KSP/SHI/2025/01058,ROBBERY / DACOITY,Shivamogga,Tunga Nagar,14.0031,75.5705,2025-10-13 20:24:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,94.8,High Risk Zone
KSP/BEN/2025/01059,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Cubbon Park,13.0382,77.5325,2025-03-02 10:28:00,Closed,"Sec 279, 337 IPC",Medium,92.6,Standard Monitoring
KSP/BEN/2025/01060,KPA 1963 VIOLATIONS,Bengaluru City,Cubbon Park,12.9996,77.6032,2025-07-19 00:49:00,Closed,"Sec 78, 87 KPA",Low,85.4,Standard Monitoring
KSP/BEN/2026/01061,KPA 1963 VIOLATIONS,Bengaluru City,Yelahanka,12.929,77.6069,2026-06-01 00:28:00,Investigating,"Sec 78, 87 KPA",Low,94.3,Standard Monitoring
KSP/BAG/2024/01062,NARCOTICS (NDPS),Bagalkote,Ilkal,16.1394,75.6802,2024-11-02 16:49:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,98.5,High Risk Zone
KSP/TUM/2025/01063,THEFT,Tumakuru,Gubbi,13.3561,77.0353,2025-08-31 23:56:00,Solved,Sec 379 IPC,Medium,91.1,Standard Monitoring
KSP/MYS/2024/01064,NARCOTICS (NDPS),Mysuru,KRS Road,12.2751,76.5996,2024-07-06 10:44:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,86.6,High Risk Zone
KSP/SHI/2024/01065,CrPC OFFENCES,Shivamogga,Bhadravathi,13.8586,75.5867,2024-11-05 13:44:00,Investigating,"Sec 107, 151 CrPC",Low,86.3,Standard Monitoring
KSP/MAN/2026/01066,BURGLARY / HOUSE BREAKING,Mangaluru,Urwa,12.8766,74.902,2026-01-06 17:21:00,Closed,"Sec 454, 457, 380 IPC",High,91.7,High Risk Zone
KSP/BEN/2025/01067,THEFT,Bengaluru City,Whitefield,13.0198,77.5275,2025-07-09 14:22:00,Solved,Sec 379 IPC,Medium,93.5,Standard Monitoring
KSP/MAN/2026/01068,BURGLARY / HOUSE BREAKING,Mangaluru,Panambur,12.9253,74.8562,2026-07-09 18:13:00,Investigating,"Sec 454, 457, 380 IPC",High,89.8,High Risk Zone
KSP/BEN/2024/01069,KPA 1963 VIOLATIONS,Bengaluru City,Indiranagar,12.9408,77.5349,2024-09-05 02:16:00,Charge Sheeted,"Sec 78, 87 KPA",Low,91.5,Standard Monitoring
KSP/BEN/2025/01070,CrPC OFFENCES,Bengaluru Dist,Doddaballapura,13.0062,77.5448,2025-08-22 17:38:00,Investigating,"Sec 107, 151 CrPC",Low,94.4,Standard Monitoring
KSP/TUM/2024/01071,CrPC OFFENCES,Tumakuru,Gubbi,13.4017,77.1031,2024-02-07 07:20:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,91.8,Standard Monitoring
KSP/MAN/2024/01072,MISSING PERSON,Mangaluru,Barkarke,12.8354,74.923,2024-03-17 12:03:00,Pending,Sec 363 IPC,Medium,90.2,Standard Monitoring
KSP/RAM/2024/01073,MISSING PERSON,Ramanagara,Kanakapura,12.6462,77.3384,2024-12-23 03:45:00,Charge Sheeted,Sec 363 IPC,Medium,97.2,Standard Monitoring
